course_name,city,state,street_address,zip_code,final_acreage,acreage_source,longitude,latitude
Pine Forest Country Club,Summerville,SC,1000 Congressional Blvd,29483-5030,146.9663595,OSM (Medium Reliability),-80.232023,33.029502
Miler Country Club,Summerville,SC,400 Country Club Blvd,29483-3512,97.69076454,OSM (Medium Reliability),-80.201131,32.998472
The Links of Summerville,Summerville,SC,2696 Highway 17a S,29483-9115,,No Match Found,-80.249195,32.974189
Crystal Lake Golf Course,Sumter,SC,1305 Clara Louise Kellogg Dr,29153-7508,162.981087,OSM (Medium Reliability),-80.354403,33.951823
Sunset Country Club,Sumter,SC,1005 Golfcrest Rd,29154-6180,167.6140685,OSM (Medium Reliability),-80.373421,33.894991
Beech Creek Golf Club,Sumter,SC,1800 Sam Gillespie Blvd,29154-9387,183.0670561,OSM (Medium Reliability),-80.534002,33.970872
The Links At Lakewood,Sumter,SC,3600 Green View Pkwy,29150-7060,48.9095483,OSM (Medium Reliability),-80.364366,33.828544
The Cliffs At Keowee Vineyards Golf Club,Sunset,SC,824 Club House Dr,29685-2216,0.542698773,OSM (Medium Reliability),-82.895667,34.940385
The Reserve At Lake Keowee,Sunset,SC,921 Reserve Blvd,29685-1807,223.8165798,OSM (Medium Reliability),-82.866663,34.896803
Pebble Creek Golf Club,Taylors,SC,101 Pebble Creek Dr,29687-6421,,No Match Found,-82.345637,34.928379
Tega Cay Golf Club,Tega Cay,SC,1 Molokai Dr,29708-8558,251.1295922,OSM (Medium Reliability),-81.021455,35.036503
The Cliffs Valley Golf Course,Travelers Rest,SC,250 Knightsridge Rd,29690-4109,156.5037073,OSM (Medium Reliability),-82.457984,35.134272
The Clubs At Cherokee Valley,Travelers Rest,SC,450 Cherokee Valley Way,29690-8133,249.9867516,OSM (Medium Reliability),-82.383612,35.075065
River Chase Country Club,Union,SC,459 Fairwood Blvd,29379-7944,226.444413,OSM (Medium Reliability),-81.696713,34.69181
Falcon's Lair Golf Club,Walhalla,SC,1308 Falcons Dr,29691-3615,,No Match Found,-83.027561,34.82582
Blue Ridge Golf Center Inc,Walhalla,SC,2499 Blue Ridge Blvd,29691-5802,,No Match Found,-83.016204,34.723658
Dogwood Hills Country Club,Walterboro,SC,Highway 17A South,29488,,No Match Found,-80.690534,32.875765
Ware Shoals Golf Course,Ware Shoals,SC,98 S Greenwood Ave,29692-1541,75.11424274,OSM (Medium Reliability),-82.237083,34.387643
Rolling S Golf Club,Waterloo,SC,520 Harris Springs Rd,29384-4005,156.0117826,OSM (Medium Reliability),-82.05328,34.34235
Indian River Golf Club,West Columbia,SC,200 Indian River Dr,29170-3841,48.30669068,OSM (Medium Reliability),-81.167792,33.90545
Charwood Country Club,West Columbia,SC,222 Clubhouse Dr,29172-2583,264.4041629,OSM (Medium Reliability),-81.099265,33.899122
Fox Wood Golf Course,Westminster,SC,315 Brighton Dr,29693-5745,,No Match Found,-83.078653,34.582094
The Trail At Chickasaw Pointe,Westminster,SC,503 S Hogan Dr,29693-6427,0.058987945,OSM (Medium Reliability),-83.061872,34.541743
Whitmire Country Club,Whitmire,SC,Golf Course Rd,29178,,No Match Found,-81.614604,34.504655
Saluda Valley Country Club,Williamston,SC,598 Beaverdam Rd,29697-9440,132.2599577,OSM (Medium Reliability),-82.517631,34.621291
Williston Country Club,Williston,SC,15 Fairway Dr,29853-6421,73.0827803,OSM (Medium Reliability),-81.416672,33.393582
Fairfield Country Club,Winnsboro,SC,601 S Congress St,29180-1532,,No Match Found,-81.083579,34.371126
Three Pines Country Club,Woodruff,SC,255 Plantation Dr,29388-9477,170.2474049,OSM (Medium Reliability),-82.013386,34.776157
Cherokee Plantation,Yemassee,SC,5109 Combahee Rd,29945-5600,,No Match Found,-80.753035,32.70651
Spring Lake Country Club,York,SC,1375 Springlake Rd,29745-8709,201.1934216,OSM (Medium Reliability),-81.264863,35.023758
Carolina Crossing Golf Club,York,SC,140 Carolina Crossing Dr,29745,201.1934216,OSM (Medium Reliability),-81.263908,35.02051
Lee Park Golf Course,Aberdeen,SD,516 8th Ave NW,57401-1849,147.7437428,OSM (Medium Reliability),-98.495616,45.474017
Moccasin Creek Country Club,Aberdeen,SD,39084 130th St,39084,173.1426323,OSM (Medium Reliability),-98.415822,45.50262
Rolling Hills,Aberdeen,SD,546 Palmer Cir,57401-0205,66.87496937,OSM (Medium Reliability),-98.511385,45.471624
Sutton Bay,Agar,SD,28950 Sutton Bay Trl,28950,,No Match Found,-100.339719,44.88318
Alcester Golf Club,Alcester,SD,North Edge Of Town,57001,,No Match Found,-96.631694,43.021595
Lake Region Golf Club,Arlington,SD,45369 Golf Course Rd,45369,,No Match Found,-97.138591,44.372208
Belle Fourche Country Club,Belle Fourche,SD,Rfd #1  South Highway 85,57717,,No Match Found,-103.819759,44.767261
The Bridges At Beresford,Beresford,SD,601 S 7th St,57004,,No Match Found,-96.779479,43.07631
Bison Country Club,Bison,SD,PO Box 156,57620-0156,,No Match Found,-102.478007,45.5017
Bowdle Golf Club,Bowdle,SD,Hwy 47,57428,,No Match Found,-99.656562,45.445119
Prairie Ridge Golf Course,Box Eller,SD,239 N Ellsworth Rd,57719-2019,,No Match Found,-103.07095,44.123206
Brandon Municipal Golf Course,Brandon,SD,2100 East Aspen Boulevard,57005,131.144732,Tigris (High Reliability),-96.557141,43.587333
Hidden Valley Golf Course,Brandon,SD,1708 E Redwood Blvd,57005,59.49336542,Tigris (High Reliability),-96.564601,43.601915
Britton Country Club,Britton,SD,10920 424th Ave,10920,48.13971793,OSM (Medium Reliability),-97.729534,45.802805
Edgebrook Golf Course,Brookings,SD,1415 22nd Ave S,57006-2808,154.1132462,OSM (Medium Reliability),-96.768287,44.289996
Brookings Country Club,Brookings,SD,2180 Club House Dr,57006-7075,,No Match Found,-96.835328,44.210052
Buffalo Golf Course,Buffalo,SD,Highway 85/Near Airport,57720,,No Match Found,-103.545869,45.58001
Burke Golf Course,Burke,SD,PO Box 323,57523-0323,,No Match Found,-99.247016,43.2203
Hiawatha Golf Club,Canton,SD,East Highway 18,57013,,No Match Found,-96.589649,43.30082
Castlewood Golf Course,Castlewood,SD,411 E Cemetary Rd,57223-2206,,No Match Found,-97.006075,44.72452
Chamberlain Country Club,Chamberlain,SD,West Highway 16,57325,,No Match Found,-99.301869,43.773975
Clark Golf Club,Clark,SD,800 N Idaho St,57225-1003,52.22422058,Tigris (High Reliability),-97.738473,44.884188
Clearlake Golf Club,Clearlake,SD,Highway 22 West,57226,47.94107413,OSM (Medium Reliability),-96.690309,44.746645
Colman Area Recreation Golf Course,Colman,SD,Hwy 34 At Red Rock Road,57017,79.42435644,Tigris (High Reliability),-96.816419,43.97906
Lakeview Golf Course,Corsica,SD,6 1/2 Miles E,57328,,No Match Found,-98.381239,43.427735
Rocky Knolls Golf Course,Custer,SD,West Hwy. 16,57730,,No Match Found,-103.655509,43.741355
Dakota Dunes Country Club,Dakota Dunes,SD,960 Dakota Dunes Blvd,57049-5106,332.7820719,OSM (Medium Reliability),-96.491734,42.485989
Two Rivers Golf Course,Dakota Dunes,SD,150 Oak Tree Ln,57049-5004,103.549704,OSM (Medium Reliability),-96.484473,42.498309
Kingsbury County Country Club,de Smet,SD,611 7th St SW,57231-2279,,No Match Found,-97.559729,44.380874
Tomahawk Lake Country Club Inc,Deadwood,SD,Hwy 385 S,57732,,No Match Found,-103.739052,44.355689
Dell's Rocky Run Golf Course,Dell Rapids,SD,47364 Golf View Dr,47364,,No Match Found,-96.736216,43.825703
Tri Del Golf Club,Delmont,SD,PO Box 194,57330-0194,,No Match Found,-98.164019,43.28289
Delmont Golf Course,Delmont,SD,2 1/2 Miles East,57330,,No Match Found,-98.164017,43.283025
Edgemont Golf Club,Edgemont,SD,511 7th Ave,57735,,No Match Found,-103.832089,43.299445
Elk Point Country Club,Elk Point,SD,100 Truman Ln,57025-2297,67.81760689,OSM (Medium Reliability),-96.675265,42.678463
Eureka Municipal Golf Course,Eureka,SD,Edge of town,57437,,No Match Found,-99.624634,45.767145
North Shore Golf Course,Faith,SD,3 Miles South #73 At Durkee Lk,57626,,No Match Found,-102.168989,45.03895
Lakeside Country Club,Faulkton,SD,Faulkton Lake SW City,57438,,No Match Found,-99.126434,45.03433
Flandreau Park Golf Club,Flandreau,SD,48250 200 30th Street,48250,,No Match Found,-96.623269,44.065563
Willow Creek Golf Course,Fort Pierre,SD,Highway 1434,57532,,No Match Found,-100.646572,44.301421
Dunes Golf Course,Fort Pierre,SD,111 Ft Chouteau Road,57532,65.62532431,OSM (Medium Reliability),-100.395179,44.38946
Valley View Golf Course,Freeman,SD,27996 438th Ave,27996,,No Match Found,-97.439767,43.329623
River Ridge Golf Club,Garretson,SD,25412 485th Ave,25412,,No Match Found,-96.509048,43.700951
Gary Gate City Golf Course,Gary,SD,1113 Summit St,57237,,No Match Found,-96.455082,44.793287
Gettysburg Country Club,Gettysburg,SD,Highway 212,57442,66.67116488,OSM (Medium Reliability),-99.941423,45.017233
Prairie Dunes Golf Course,Goodwin,SD,345 S Bowdoin St,57238-2107,,No Match Found,-96.849903,44.879383
Gregory Golf Course,Gregory,SD,RR 1,57533-9801,,No Match Found,-99.514549,43.38483
Olive Grove Golf Course,Groton,SD,700 East 5th Avenue,57445,117.9023219,OSM (Medium Reliability),-98.091577,45.450267
Spring Creek Country Club,Harrisburg,SD,27122 480th Ave,27122,125.4803786,OSM (Medium Reliability),-96.60881,43.456991
Central Valley Golf Club,Hartford,SD,700 East Highway 38,57033,65.33665239,OSM (Medium Reliability),-96.936689,43.625873
Highmore Golf Course,Highmore,SD,33475 198th Street,33475,,No Match Found,-99.305158,44.51412
Southern Hills Golf Course,Hot Springs,SD,1130 Clubhouse Dr,57747,,No Match Found,-103.45197,43.414517
Howard Golf Course,Howard,SD,107 Vermillion Ave,57349,,No Match Found,-97.522073,44.011357
Broadland Creek National Golf Course,Huron,SD,118 22nd St SW,57350-4304,,No Match Found,-98.216376,44.340062
Memorial Park Golf Course,Huron,SD,Memorial Park Way,57350,,No Match Found,-98.214139,44.36385
Huron Country Club,Huron,SD,Highway 37 North,57350,,No Match Found,-98.214416,44.435865
Split Rock Country Club,Ipswich,SD,407 11th St,57451-2040,63.32675975,OSM (Medium Reliability),-99.03917,45.447191
Glenridge Golf Course,Irene,SD,45157 296th St,45157,,No Match Found,-97.168204,43.097412
Kadoka Golf Course,Kadoka,SD,Near Airport,57543,,No Match Found,-101.512019,43.838595
Lead Country Club,Lead,SD,21826 Hanna Rd,21826,71.27671239,OSM (Medium Reliability),-103.813224,44.267276
Lemmon Country Club,Lemmon,SD,10217 Airport Rd,10217,,No Match Found,-102.114414,45.928622
Lenkota Country Club,Lennox,SD,27853 Highway 44,27853,73.7366152,OSM (Medium Reliability),-96.911809,43.349717
Leola Country Club,Leola,SD,SD State Highway #10,57456,,No Match Found,-98.926584,45.72277
Madison Golf & Country Club,Madison,SD,Highway 34 & 81 West,57042,,No Match Found,-97.073599,44.00777
Bennett Cty. Golf Assoc.,Martin,SD,Next to Brooks Memorial Park,57551,,No Match Found,-101.730239,43.21759
Pine Hills Golf Club,Milbank,SD,North Highway #15,57252,,No Match Found,-96.637099,45.319305
Miller Country Club,Miller,SD,1 Mile North Highway 45,57362,,No Match Found,-98.988419,44.69259
Prairie Hills Golf Course,Mission,SD,Off Highway 83,57555,,No Match Found,-100.672393,43.304374
Lakeview Municipal Golf Course,Mitchell,SD,3300 N Ohlman St,57301-5050,162.73681,Tigris (High Reliability),-98.047339,43.743173
Wild Oak Golf Club,Mitchell,SD,2500 E 1st Ave,57301,155.7715519,Tigris (High Reliability),-97.984688,43.706421
Mobridge Country Club,Mobridge,SD,Highway 1804,57601,,No Match Found,-100.428164,45.545545
Murdo Golf Course,Murdo,SD,Interstate 90,57559,,No Match Found,-100.705359,43.882944
Newell Golf Course,Newell,SD,12963 Orman Rd,12963,,No Match Found,-103.440314,44.719581
Par Mar Valley Country Club,Parker,SD,Highway 44,57053,,No Match Found,-97.092294,43.372985
Parkston Country Club,Parkston,SD,41169 277 St,41169,,No Match Found,-97.961739,43.370131
Lake Waggoner Golf Course,Philip,SD,Highway 73 North,57567,,No Match Found,-101.667174,44.045835
Randall Hills Golf Club,Pickstown,SD,516 White Swan Drive,57367,62.52603268,OSM (Medium Reliability),-98.527594,43.06731
Hillsview Golf Club,Pierre,SD,4201 East Highway 34,57501,,No Match Found,-100.288573,44.351906
The Trails Golf Resort,Pierre,SD,101 Lake Pl,57501-6227,,No Match Found,-100.471999,44.54778
Fish Lake Country Club,Plankinton,SD,39051 253rd St,39051,,No Match Found,-98.395936,43.7162
Lake Platte Golf Club,Platte,SD,27574 Golf Course Road,27574,90.41745689,OSM (Medium Reliability),-98.890678,43.386765
Medicine Creek Golf Course,Presho,SD,IS 90,57568,,No Match Found,-100.199954,43.91224
Meadowbrook Golf Course,Rapid City,SD,3625 Jackson Blvd,57702-5022,162.5471093,OSM (Medium Reliability),-103.279299,44.063269
Rapid City Exec. Golf Course,Rapid City,SD,12th & Omaha Streets,57701,37.29887761,OSM (Medium Reliability),-103.237919,44.08426
YMCA Golf Course,Rapid City,SD,3820 Odde Dr,57701-8664,17.35484194,OSM (Medium Reliability),-103.203139,44.047256
Arrowhead Country Club,Rapid City,SD,3675 Sheridan Lake Rd,57702-5200,126.7500263,OSM (Medium Reliability),-103.266277,44.04819
Hart Ranch Golf Club,Rapid City,SD,23645 Clubhouse Dr,23645,,No Match Found,-103.313007,44.049682
Golf Club At Red Rock,Rapid City,SD,6520 Birkdale Dr,57702-9539,,No Match Found,-103.300654,44.021359
Fountain Springs Golf Club,Rapid City,SD,1750 Fountain Plaza Dr,57702-9322,,No Match Found,-103.259385,44.102534
Rapid City Elks Golf Course,Rapid City,SD,3333 E 39th St,57703-6085,,No Match Found,-103.15155,44.051878
Fisher Grove Golf Course,Redfield,SD,7 Miles East Highway 212,57469,,No Match Found,-98.584619,44.89749
Roscoe Legion Golf Course,Roscoe,SD,Off Highway 12,57471,,No Match Found,-99.431409,45.44836
McCook Country Club,Salem,SD,Douglas Street,57058,,No Match Found,-97.393389,43.731285
Scotland Dawson Creek Golf Course,Scotland,SD,1031 Stafford St,57059,37.43284115,OSM (Medium Reliability),-97.725876,43.14508
Kuehn Park Golf Course,Sioux Falls,SD,2901 S Kuehn Park Rd,57106-0567,,No Match Found,-96.80501,43.518697
Elmwood Park Golf Course,Sioux Falls,SD,2604 W Russell St,57104-1130,279.299743,OSM (Medium Reliability),-96.760536,43.564581
Prairie Green Golf Course,Sioux Falls,SD,600 E 69th St,57108-4614,80.21423977,OSM (Medium Reliability),-96.720669,43.489764
Westward Ho Country Club,Sioux Falls,SD,3400 W 22nd St,57105-0107,223.1437267,OSM (Medium Reliability),-96.765824,43.533215
Minnehaha Country Club,Sioux Falls,SD,3101 W 22nd St,57105-0101,154.1043026,OSM (Medium Reliability),-96.764066,43.532888
Northern Links Golf Course,Sioux Falls,SD,Highway 115 & 84th Road,57104,,No Match Found,-96.711399,43.63081
Willow Run Golf Course,Sioux Falls,SD,8000 E Sd Highway 42,57110-7543,164.4146905,OSM (Medium Reliability),-96.626776,43.534244
Bakker Crossing Golf Course,Sioux Falls,SD,47172 S Clubhouse Rd,47172,172.1790014,OSM (Medium Reliability),-96.772529,43.44629
Valley View Country Club,Sisseton,SD,RR 3,57262,,No Match Found,-97.144852,45.746701
Elkhorn Ridge Golf Course,Spearfish,SD,6845 Saint Onge Rd,57783-9529,,No Match Found,-103.732709,44.474317
Spearfish Canyon Country Club,Spearfish,SD,120 Spearfish Canyon Rd,57783-8022,,No Match Found,-103.844746,44.481175
Springfield Golf Club,Springfield,SD,Boat Basin Road,57062,,No Match Found,-97.884457,42.856898
Boulder Canyon Country Club,Sturgis,SD,12312 Highway 14A,12312,127.619606,OSM (Medium Reliability),-103.589579,44.394813
Little Moreau Country Club,Timber Lake,SD,6 Miles Out of Town,57656,,No Match Found,-101.016231,45.3745
Bon Homme Country Club,Tyndall,SD,Highway #50,57066,,No Match Found,-97.79567,42.980022
The Bluffs,Vermillion,SD,2021 E Main St,57069-7072,,No Match Found,-96.900859,42.779104
Meadow Creek Golf Course,Volga,SD,825 E 6th St,57071-2125,103.2899335,OSM (Medium Reliability),-96.916057,44.318602
Wall Community Golf Course,Wall,SD,1801 Golf Course Rd,57790,148.1220197,OSM (Medium Reliability),-102.258062,43.979444
Watertown Municipal Golf Course,Watertown,SD,351 S Lake Dr,57201-5441,,No Match Found,-97.20158,44.911421
Prairie Winds Golf Club,Watertown,SD,555 S Lake Dr,57201-5544,,No Match Found,-97.206637,44.909976
Webster Golf Course,Webster,SD,1030 W 3rd St,57274-1050,57.183704,OSM (Medium Reliability),-97.524286,45.335616
Lakes Golf Course,Wentworth,SD,19 Golf Dr,57075-7300,103.6345559,OSM (Medium Reliability),-96.984035,43.941187
Wessington Springs Country Club,Wessington Springs,SD,Off of Highways 34 & 281,57382,,No Match Found,-98.449049,44.05314
Six Mile Creek Golf Course,White,SD,20251 478th Ave,20251,,No Match Found,-96.646263,44.443927
Winner Golf Club,Winner,SD,1220 S Country Club Road,57580-2686,79.26819159,OSM (Medium Reliability),-99.85036,43.366818
Pony Hills Country Club,Woonsocket,SD,W Hwy 34,57385,,No Match Found,-98.383509,44.053505
Fox Run Municipal Golf Course,Yankton,SD,600 West 27th Street,57078,201.522528,OSM (Medium Reliability),-97.399909,42.90152
Hillcrest Golf & Country Club,Yankton,SD,2206 Mulberry St,57078-1748,116.6856236,OSM (Medium Reliability),-97.386892,42.893371
Selby Community Golf Course,Selby,SD,S of Outskirts of Selby,57472,,No Match Found,-100.024134,45.507435
Shiloh Golf Course,Adamsville,TN,2915 Caney Branch Rd,38310-5027,74.45846541,OSM (Medium Reliability),-88.365229,35.208854
Crocket Golf & Country Club,Alamo,TN,2766 Egg Hill Rd,38001-4251,,No Match Found,-89.150833,35.776975
Green Meadow Country Club,Alcoa,TN,1700 Louisville Rd,37701-1622,118.8300439,OSM (Medium Reliability),-84.002939,35.783148
Arnold Golf Course,Arnold Afb,TN,Arnold Golf Course Building #2815,37389,,No Match Found,-86.086021,35.391331
Sycamore Valley Golf Course,Ashland City,TN,1 Fairway Ln,37015-2808,,No Match Found,-87.045023,36.32832
White Oaks Golf Course,Athens,TN,705 County Road 105,37303-6719,118.0354574,OSM (Medium Reliability),-84.734209,35.448673
Ridgewood Golf Course,Athens,TN,387 County Road 603,37303-6270,154.1734892,Tigris (High Reliability),-84.575798,35.368904
Rock Springs Golf Course,Athens,TN,1118 Congress Pkwy N,37303-1720,,No Match Found,-84.587832,35.484945
Baneberry Golf & Resort Club,Baneberry,TN,704 Harrison Ferry Rd,37890-4931,14.99744716,OSM (Medium Reliability),-83.266809,36.040748
Quail Ridge Golf Course,Bartlett,TN,4055 Altruria Rd,38135-5101,132.1982165,OSM (Medium Reliability),-89.846037,35.235602
Clinchview Golf & Country Club,Bean Station,TN,970 Highway 11w,37708-5432,132.2220915,OSM (Medium Reliability),-83.274825,36.342615
Big Hollow Par 3,Blountville,TN,1901 Highway 394,37617-5349,8.648551262,OSM (Medium Reliability),-82.321174,36.525217
Tri Cities Golf Club,Blountville,TN,2354 Feathers Chapel Rd,37617-5573,166.8018327,OSM (Medium Reliability),-82.295436,36.520429
Hardeman County Golf & Country Club,Bolivar,TN,215 Country Club Ln,38008-1107,67.13234579,OSM (Medium Reliability),-89.015558,35.281262
Brentwood Country Club,Brentwood,TN,5123 Country Club Dr,37027-5174,181.2609358,OSM (Medium Reliability),-86.804816,36.021543
Nashville Golf & Athletic Club,Brentwood,TN,1703 Crockett Springs Trl,37027-8031,248.3059807,OSM (Medium Reliability),-86.787386,35.960489
The Governors Club,Brentwood,TN,9681 Concord Rd,37027-8442,317.4295016,OSM (Medium Reliability),-86.732139,35.985372
Steele Creek Golf Course,Bristol,TN,20 Little Ln,37620-7240,,No Match Found,-82.236145,36.574838
Country Club of Bristol,Bristol,TN,6045 Old Jonesboro Rd,37620-3017,151.4490234,Tigris (High Reliability),-82.117809,36.586766
Cedars Golf Course,Bristol,TN,115 Cedar Creek Rd,37620-6505,1.027663956,OSM (Medium Reliability),-82.227633,36.54243
Holston Valley Golf Course,Bristol,TN,300 Holston Valley Golf Course Rd,37620-8110,86.97143347,Tigris (High Reliability),-82.143807,36.550781
Brownsville Country Club,Brownsville,TN,1249 Country Club Rd,38012-6829,,No Match Found,-89.309785,35.578044
