course_name,street_address,city,state,zip_code,course_type,holes,phone,longitude,latitude
Aubreys Dubbs Dred Golf Course,124 Aubrey Dr,Butler,PA,16001-1834,Public,18 Holes,(724) 287-4832,-79.925213,40.88453
Riverside Golf Course,24527 Highway 19,Cambridge Springs,PA,24527,Public,18 Holes,(814) 398-4537,-80.047621,41.817405
West Shore Country Club,100 Brentwater Rd,Camp Hill,PA,17011-2002,Semi Private,18 Holes,(717) 737-5164,-76.935767,40.24703
Canadensis Golf Course,Old Canadensis Hill,Canadensis,PA,18325,Public,9 Holes,(570) 595-7262,-75.249334,41.28299
Southpointe Golf Club,360 Southpointe Blvd,Canonsburg,PA,15317-8537,Semi Private,18 Holes,(724) 746-2950,-80.174142,40.293082
Lindenwood Golf Course,360 Galley Rd,Canonsburg,PA,15317-2391,Public,63 Holes,(724) 745-9889,-80.133736,40.25925
Elkview Country Club,161 Country Club Rd,Carbondale,PA,18407-3740,Private,18 Holes,(570) 222-4555,-75.541885,41.634386
Sleepy Hollow Golf Course,140 Sandy Banks Rd,Carbondale,PA,18407-4005,Public,18 Holes,(570) 254-4653,-75.56686,41.578394
Scottish Glen Golf Course,Rt 247,Carbondale,PA,18407,Public,9 Holes,(570) 222-3676,-75.554729,41.63088
Homestead Golf Course,RR 106,Carbondale,PA,18407,Public,18 Holes,(570) 282-5197,-75.513219,41.584029
Carlisle Country Club,1242 Harrisburg Pike,Carlisle,PA,17013-1646,Private,18 Holes,(717) 243-6866,-77.133866,40.234939
Cumberland Golf Club,2395 Ritner Hwy,Carlisle,PA,17013-9316,Public,18 Holes,(717) 249-5538,-77.280408,40.173864
Eagles Crossing Golf Course,501 Conodoguinet Ave,Carlisle,PA,17013-8972,Public,18 Holes,(717) 960-0500,-77.249335,40.213021
Pennsylvania Delaware Conference Center,430 Union Hall Rd,Carlisle,PA,17013-8303,Public,9 Holes,(717) 243-7381,-77.235675,40.225665
Carlisle Barracks Golf Course,Carlisle Barracks,Carlisle,PA,17013,Public,18 Holes,(717) 243-3262,-77.177051,40.209859
Mayapple Golf Links,1 Mayapple Dr,Carlisle,PA,17013-9254,Public,18 Holes,(717) 258-4088,-77.144422,40.182877
Carmichaels Golf Club,Green Valley Road,Carmichaels,PA,15320,Public,18 Holes,(724) 966-7500,-79.987154,39.898084
Willow Brook Golf Course,1364 Howertown Rd,Catasauqua,PA,18032-1516,Public,18 Holes,(610) 264-9904,-75.473389,40.667635
The Center Valley Club,3300 Center Valley Pkwy,Center Valley,PA,18034-9551,Public,18 Holes,(610) 791-5580,-75.412851,40.556303
Indian Lake Golf Club,1772 Peninsula Dr,Central City,PA,15926-9104,Private,18 Holes,(814) 754-5601,-78.859719,40.043138
Northwinds Golf Course,701 S Shore Trl,Central City,PA,15926-7609,Public,18 Holes,(814) 754-4653,-78.859277,40.037174
Chambersburg Country Club,3646 Scotland Rd,Chambersburg,PA,17201-7425,Private,18 Holes,(717) 263-8296,-77.591541,39.966406
Majestic Ridge Golf Club,2437 Adin Ln,Chambersburg,PA,17201-7963,Public,18 Holes,(888) 743-4346,-77.708177,39.951914
Rocky Spring Golf Course,529 Letterkenny Army Depot,Chambersburg,PA,17201-4117,Public,9 Holes,(717) 264-7742,-77.698976,39.979965
Seven Springs Mountain Resort,777 Water Wheel Dr,Champion,PA,15622-4007,Public,18 Holes,(814) 352-7777,-79.294987,40.022099
JC Melrose Country Club,7600 Tookany Dr,Cheltenham,PA,19012-1825,Semi Private,18 Holes,(215) 379-5300,-75.105929,40.052168
Chetremon Golf Course,RR 219 N,Cherry Tree,PA,15724-9801,Public,9 Holes,(814) 743-6205,-78.799374,40.716895
Saint Jude Golf Club,1215 Kittanning Pike,Chicora,PA,16025-3121,Public,18 Holes,(724) 445-3784,-79.709126,40.966645
Clarion Oaks Golf Club,694 Mayfield Rd,Clarion,PA,16214-6162,Public,18 Holes,(814) 226-8888,-79.391836,41.190227
Country Club of Scranton,1001 Morgan Highway,Clarks Summit,PA,18411,Private,27 Holes,(570) 586-2311,-75.715494,41.481928
Glen Oak Country Club,250 Oakford Rd,Clarks Summit,PA,18411-9239,Semi Private,18 Holes,(570) 587-4024,-75.71005,41.511813
Summit Hills Golf Club,1235 Country Club Rd,Clarks Summit,PA,18411-9426,Public,18 Holes,(570) 586-4427,-75.73579,41.476203
Blue Knob Rec Area Golf Course,Ski Gap Road,Claysburg,PA,16625,Public,9 Holes,(814) 239-5111,-78.4865,40.307984
Dogwood Hills Golf Course,1728 Beham Ridge Rd,Claysville,PA,15323-1285,Public,18 Holes,(724) 663-5870,-80.430834,40.096939
Clearfield Curwensville Country Club,Country Club Road,Clearfield,PA,16830,Private,9 Holes,(814) 765-8232,-78.477309,40.993528
Marada Golf Course,1434 Rt 30 West,Clinton,PA,15026,Public,9 Holes,(724) 899-2600,-80.421518,40.550772
Coatesville Country Club,143 Reservoir Rd,Coatesville,PA,19320-1765,Private,18 Holes,(610) 384-0442,-75.864408,40.005793
Island Green Golf Course,28715 Deckards Rd,Cochranton,PA,28715,Public,18 Holes,(814) 425-7704,-79.966672,41.524873
Worcester Golf Club,1600 Green Hill Rd,Collegeville,PA,19426-1405,Public,9 Holes,(610) 222-0200,-75.377662,40.201036
Concord Country Club,1601 Wilmington pIke,Concordville,PA,19331,Private,18 Holes,(610) 459-2200,-75.527229,39.88499
Iron Wood Golf Club,12318 Highway 18,Conneaut Lake,PA,12318,Public,9 Holes,(814) 382-8438,-80.299549,41.634099
Oakland Beach Golf Course,11866 Oakland Beach Rd,Conneaut Lake,PA,11866,Public,18 Holes,(814) 382-5665,-80.295747,41.62695
Pleasant Valley Country Club,440 Pleasant Valley Rd,Connellsville,PA,15425-6082,Semi Private,18 Holes,(724) 628-0101,-79.541108,40.068559
Wedgewood Golf Club,4875 Limeport Pike,Coopersburg,PA,18036-9391,Public,27 Holes,(610) 797-4551,-75.438089,40.541309
Locust Valley Golf Club,5525 Locust Valley Rd,Coopersburg,PA,18036-2741,Public,18 Holes,(610) 282-4711,-75.40335,40.499279
Tumblebrook Golf Course,3600 Jacoby Rd,Coopersburg,PA,18036-1623,Public,9 Holes,(610) 282-0377,-75.374869,40.517034
Montour Heights Country Club,1491 Coraopolis Heights Rd,Coraopolis,PA,15108-2958,Private,18 Holes,(412) 262-4653,-80.19709,40.503633
Scally's Golf Center,225 Hookstown Grade Rd,Coraopolis,PA,15108-9318,Public,9 Holes,(412) 264-9940,-80.196999,40.479689
North Hills Golf Course,1450 N Center St,Corry,PA,16407-8547,Municipal,18 Holes,(814) 664-4477,-79.649369,41.942512
Corry Country Club,554 Country Club Drive,Corry,PA,16407,Private,9 Holes,(814) 665-9282,-79.623972,41.940226
Carter Heights Golf Course,12220 Follett Rd,Corry,PA,12220,Public,9 Holes,(814) 739-2083,-79.715009,41.971019
Coudersport Golf Club,839 Cherry Springs Rd,Coudersport,PA,16915-8322,Public,18 Holes,(814) 274-9122,-77.938203,41.733489
Cranberry Highlands Golf Course,5601 Freshcorn Rd,Cranberry Twp,PA,16066-3227,Municipal,18 Holes,(724) 776-7372,-80.137485,40.736238
Summit Country Club,56 Country Club Rd,Cresson,PA,16630-1602,Public,18 Holes,(814) 886-9985,-78.574554,40.473497
Eagles Ridge Golf Club,122 Wm Cemetery Rd,Curwensville,PA,16833-8635,Public,18 Holes,(814) 236-3669,-78.57282,40.912161
Newberry Estate Country Club,3 Newberry Est,Dallas,PA,18612-1846,Private,9 Holes,(570) 675-5236,-75.951621,41.328596
Irem Country Club,397 Country Club Rd,Dallas,PA,18612-9170,Semi Private,18 Holes,(570) 675-4653,-75.978243,41.351726
Huntsville Golf Club,1334 Market St,Dallas,PA,18612-3125,Semi Private,18 Holes,(570) 674-3673,-76.01311,41.311138
Lehman Golf Club,80 Golf Course Rd,Dallas,PA,18612-3303,Public,9 Holes,(570) 675-1686,-76.009304,41.325087
Twin Oaks Golf Course,469 Orange Rd,Dallas,PA,18612-6123,Public,9 Holes,(570) 333-4360,-75.899984,41.38938
Woodstone Golf Club,3777 Dogwood Rd,Danielsville,PA,18038-9589,Private,18 Holes,(610) 760-2777,-75.508318,40.784098
Frosty Valley Country Club,2201 Bloom Rd,Danville,PA,17821-8433,Private,18 Holes,(570) 275-4700,-76.573689,40.967809
Liberty Valley Country Club,325 Liberty Valley Rd,Danville,PA,17821-6900,Public,18 Holes,(570) 275-4647,-76.682173,40.985295
Cherokee Golf Course,217 Elysburg Rd,Danville,PA,17821-7825,Public,18 Holes,(570) 275-2005,-76.591195,40.930104
Grassy Lane Golf Club,470 McCaughtry Run Rd,Darlington,PA,16115-2024,Public,9 Holes,(724) 336-5006,-80.456094,40.827595
Linden Hall Golf Course,432 Linden Hall Rd,Dawson,PA,15428-1046,Public,18 Holes,(800) 944-3238,-79.700375,40.066617
White Oak Golf Course,1009 Sr 839,Dayton,PA,16222-4325,Public,18 Holes,(814) 257-0113,-79.23408,40.856268
Water Gap Country Club,Mountain Road,Delaware Water Gap,PA,18327,Public,18 Holes,(570) 476-0300,-75.149125,40.960994
Cloverleaf Golf Course,Cloverleaf Drive,Delmont,PA,15626,Public,36 Holes,(724) 468-4173,-79.581977,40.39858
Range End Country Club,303 Golf Club Ave,Dillsburg,PA,17019-1548,Public,18 Holes,(717) 432-4213,-77.047138,40.107523
Donegal Highlands Golf Course,Route 31 West,Donegal,PA,15628,Public,18 Holes,(724) 423-7888,-79.389359,40.112305
Arrowhead Golf Course,1539 Weavertown Rd,Douglassville,PA,19518-8938,Public,36 Holes,(610) 582-4258,-75.759175,40.307528
Blackwood Golf Course,510 Red Corner Rd,Douglassville,PA,19518-9321,Public,18 Holes,(610) 385-6200,-75.743147,40.245489
Midlantic Golf Club,2531 Municipal Rd,Dover,PA,17315-3427,Public,18 Holes,(717) 292-9727,-76.854626,39.994861
Downingtown Golf Club,85 Country Club Dr,Downingtown,PA,19335-3060,Public,18 Holes,(610) 269-2000,-75.683014,40.014137
Doylestown Country Club,Green Street,Doylestown,PA,18901,Private,18 Holes,(215) 348-2112,-75.121973,40.30394
Twining Valley Golf and Fitness Club,1400 Twining Rd,Dresher,PA,19025-1632,Municipal,18 Holes,(215) 659-9917,-75.153519,40.141789
Sand Springs County Club,10 Clubhouse Rd,Drums,PA,18222-2036,Public,18 Holes,(570) 788-5845,-75.989778,41.031406
Edgewood In The Pines Golf Club,22 Edgewood Rd,Drums,PA,18222-2267,Public,18 Holes,(570) 788-1101,-75.958711,41.038945
DuBois Country Club,10 Lakeside Ave,Du Bois,PA,15801-3026,Public,18 Holes,(814) 371-3581,-78.754949,41.133485
Treasure Lake,13 Treasure Lk,Du Bois,PA,15801-9001,Public,36 Holes,(814) 375-1808,-78.726919,41.16432
Eagles Mere Country Club,1 Country Club Road,Eagles Mere,PA,17731,Private,18 Holes,(570) 525-3460,-76.592625,41.410629
Terra Greens Golf Course,5006 Poole Rd,East Stroudsburg,PA,18301-9221,Municipal,9 Holes,(570) 421-0120,-75.172082,41.014901
Great Bear Golf & Country Club,1 Great Bear Way,East Stroudsburg,PA,18301-8275,Semi Private,18 Holes,(570) 223-4653,-75.064409,41.058674
Northampton Country Club,5049 William Penn Hwy,Easton,PA,18045-4849,Private,18 Holes,(610) 258-6125,-75.286822,40.666505
Sawmill Golf Course,5630 Sullivan Trl,Easton,PA,18040-6501,Public,18 Holes,(610) 759-8200,-75.271772,40.766069
The Club At Morgan Hill,100 Clubhouse Dr,Easton,PA,18042-6979,Public,18 Holes,(610) 923-8480,-75.196056,40.665827
Riverview Country Club,1 Riverview Pl,Easton,PA,18040,Public,18 Holes,(610) 559-9700,-75.187836,40.732091
Appledale Golf Course,706 S West St,Ebensburg,PA,15931-1868,Public,9 Holes,(814) 472-6080,-78.731323,40.480437
Ebensburg Country Club,408 Manor Dr,Ebensburg,PA,15931-4911,Public,18 Holes,(814) 472-6550,-78.706217,40.488404
Edgmont Country Club,5180 Westchester Pike,Edgmont,PA,19028,Private,18 Holes,(610) 353-1800,-75.451332,39.974579
Culbertson Hills Golf Resort,Rte. #6 N,Edinboro,PA,16412,Public,18 Holes,(814) 734-3114,-80.112214,41.879833
Rolling Green Golf Course,2426 RR 136,Eighty Four,PA,15330,Public,18 Holes,(724) 222-9671,-80.078011,40.18694
Foxwood Acres Golf Course,210 Caldwell Rd,Eighty Four,PA,15330-1805,Public,9 Holes,(724) 945-5400,-80.061466,40.111414
Seven Springs Country Club,357 Pineview Dr,Elizabeth,PA,15037-9406,Public,18 Holes,(412) 384-7730,-79.846239,40.231285
Butler's Golf Course Inc,800 Rock Run Rd,Elizabeth,PA,15037-2612,Public,36 Holes,(412) 751-9121,-79.81346,40.268654
Par Line Golf Course,4545 E Harrisburg Pike,Elizabethtown,PA,17022-9004,Public,18 Holes,(717) 367-7794,-76.657028,40.174626
Connoquenessing Country Club,1512 Mercer Rd,Ellwood City,PA,16117-5024,Private,18 Holes,(724) 752-2294,-80.270961,40.832467
Olde Stonewall Golf Club,1495 Mercer Rd,Ellwood City,PA,16117-5021,Public,18 Holes,(724) 752-4653,-80.270902,40.83094
Stonewall Links,375 Bulltown Rd,Elverson,PA,19520-8729,Private,36 Holes,(610) 286-3090,-75.792879,40.151656
French Creek Golf Course,4500 Conestoga Rd,Elverson,PA,19520-9057,Semi Private,18 Holes,(610) 913-6330,-75.805211,40.149912
Knoebels Three Ponds Golf Club,954 SR 487,Elysburg,PA,17824,Public,18 Holes,(570) 672-9064,-76.517406,40.873824
Indian Creek Golf Club,1449 Chestnut St,Emmaus,PA,18049-1908,Public,18 Holes,(610) 965-8486,-75.512919,40.526054
Emporium Country Club,229 Country Club Ln,Emporium,PA,15834-5833,Public,18 Holes,(814) 486-7715,-78.241858,41.506961
Millcreek Golf and Learning Center,3100 W 17th St,Erie,PA,16505-3974,Municipal,9 Holes,(814) 835-5168,-80.148056,42.094145
Joseph Martin Golf Club,652 Shunpike Rd,Erie,PA,16508-2753,Municipal,9 Holes,(814) 864-1821,-80.081123,42.099538
Lake Shore Country Club,5950 Lake Shore Dr,Erie,PA,16505-1162,Private,18 Holes,(814) 833-7822,-80.218718,42.080017
Kahkwa Club,3300 Kahkwa Club Rd,Erie,PA,16506-1119,Private,18 Holes,(814) 838-1901,-80.209566,42.056542
Lawrence Park Golf Club,3700 East Lake Road,Erie,PA,16511-1347,Private,18 Holes,(814) 899-9601,-80.022226,42.154019
Erie Golf Club,6050 Old Zuck Rd,Erie,PA,16506-5046,Public,18 Holes,(814) 866-0641,-80.118807,42.053594
Orchard Pond Golf Course,8007 Pagan Rd,Erie,PA,16509-4423,Public,9 Holes,(814) 864-3621,-80.108384,42.037372
Lake Pleasant Golf Course,9170 Lake Pleasant Rd,Erie,PA,16509-5752,Public,9 Holes,(814) 825-5642,-79.982211,42.06353
Gospel Hill Country Club,4415 Steimer Rd,Erie,PA,16510-4319,Public,18 Holes,(814) 899-5700,-79.976902,42.127973
Harbor Ridge Golf Course,3730 Harbor Ridge Trl,Erie,PA,16510-5956,Public,9 Holes,(814) 898-4653,-79.937192,42.143767
Whispering Woods Golf Course,7214 Grubb Rd,Erie,PA,16506-4615,Public,18 Holes,(814) 838-9942,-80.142961,42.039038
Valley Green Golf Course,1227 Valley Green Rd,Etters,PA,17319-9726,Public,18 Holes,(717) 938-4200,-76.782596,40.157935
Down River Golf Club,134 Rivers Bend Dr,Everett,PA,15537-6000,Public,18 Holes,(814) 652-5193,-78.354364,40.014866
Fox Hill Country Club,454 Tunkhannock Ave,Exeter,PA,18643-1224,Private,18 Holes,(570) 654-9242,-75.806227,41.332793
Four Seasons Golf Course,750 Slocum Ave,Exeter,PA,18643-1084,Public,18 Holes,(570) 655-8869,-75.831627,41.330509
Westmoreland Country Club,7100 Mellon Rd,Export,PA,15632-8911,Private,45 Holes,(724) 733-7747,-79.628379,40.395334
Manor Valley Country Club,2095 Denmark Manor Rd,Export,PA,15632-8909,Public,18 Holes,(724) 744-4242,-79.632544,40.388474
Whitford Country Club,600 Whitford Hills Rd,Exton,PA,19341-2051,Semi Private,18 Holes,(610) 269-2151,-75.666706,40.030951
Stone Hedge Golf Course,German Hill Rd,Factoryville,PA,18419-9732,Public,18 Holes,(570) 836-5108,-75.78337,41.567914
Carroll Valley Resort Golf Course,121 Sanders Rd,Fairfield,PA,17320-9139,Public,18 Holes,(800) 548-8504,-77.376395,39.764445
Mountain View Golf Club,4099 Bullfrog Rd,Fairfield,PA,17320-9389,Public,18 Holes,(800) 548-8504,-77.365031,39.7988
Oxford Valley Golf Club,141 S Oxford Valley Rd,Fairless Hills,PA,19030-2600,Municipal,9 Holes,(215) 945-8644,-74.857827,40.174609
Beechwood Country Club,6401 Gorski Rd,Fairview,PA,16415-2916,Public,18 Holes,(814) 833-0527,-80.184815,42.018445
Beechwood Golf Course,RR 1,Falls Creek,PA,15840-9801,Public,18 Holes,(814) 371-7611,-78.823255,41.156197
Emanon Country Club,Old State Road,Falls,PA,18615,Public,18 Holes,(570) 388-6112,-75.859087,41.447899
Nemacolin Woodlands Resort and Spa,1001 Lafayette Dr,Farmington,PA,15437-9754,Public,36 Holes,(724) 329-8555,-79.554503,39.803216
Mount Summit Golf Course,101 Skyline Dr,Farmington,PA,15437-1140,Public,9 Holes,(724) 438-8986,-79.65886,39.845514
Caledonia Golf Club,9515 Golf Course Rd,Fayetteville,PA,17222-9684,Municipal,18 Holes,(717) 352-7271,-77.477497,39.904859
Penn National Golf Club & Inn,3720 Club House Dr,Fayetteville,PA,17222-9683,Public,36 Holes,(800) 231-0080,-77.553068,39.864804
Conocodell Golf Club,112 Coldspring Rd,Fayetteville,PA,17222-9701,Public,9 Holes,(717) 352-3222,-77.549697,39.913552
Scenic Valley Golf Course,681 Church Hill Rd,Finleyville,PA,15332-9725,Public,18 Holes,(412) 833-1988,-80.045772,40.277328
Lakeland Golf Course,RR 107,Fleetville,PA,18420,Public,9 Holes,(570) 945-9983,-75.717981,41.598453
Moselem Springs Golf Club,684 Eagle Rd,Fleetwood,PA,19522-9279,Semi Private,18 Holes,(610) 944-7616,-75.847556,40.500695
Pleasant Hill Golf Course,1302 Pleasant Hill Rd,Fleetwood,PA,19522-8515,Public,18 Holes,(610) 926-2741,-75.872051,40.469617
Golden Oaks Golf Club,10 Stonehedge Rd,Fleetwood,PA,19522-8964,Public,18 Holes,(610) 944-6000,-75.823112,40.422789
Rich Maiden Golf Course,234 Richmaiden Rd,Fleetwood,PA,19522-8678,Public,18 Holes,(610) 926-1606,-75.876323,40.482321
Philadelphia Cricket Club At Flourtown,6075 W Valley Green Rd,Flourtown,PA,19031-1222,Private,36 Holes,(215) 247-6001,-75.222574,40.108847
Flourtown Country Club,150 McCloskey Rd,Flourtown,PA,19031-2020,Private,9 Holes,(215) 233-1550,-75.207939,40.10267
Lenape Heights Golf Course,950 Golf Course Rd,Ford City,PA,16226-9224,Public,18 Holes,(724) 763-2201,-79.521139,40.743499
Hunter Station Golf Course,Rt 62 S,Forest City,PA,16353,Public,18 Holes,(814) 755-4558,-79.378196,41.481328
Panorama Golf Course,Route 247  RD 1,Forest City,PA,18421,Public,18 Holes,(570) 222-3525,-75.539531,41.646343
Manufacturers Golf & Country Club,511 Dreshertown Rd,Fort Washington,PA,19034-3022,Private,18 Holes,(215) 886-3200,-75.177089,40.13097
Foxburg Country Club,369 Harvey Road,Foxburg,PA,16036,Public,9 Holes,(724) 659-3196,-79.677308,41.150671
Whitetail Run Golf Course,514 Sunville Rd,Franklin,PA,16323-7440,Public,9 Holes,(814) 676-0633,-79.822538,41.488742
Lucky Hills Golf Course Inc.,136 Warren Rd,Franklin,PA,16323-6444,Public,9 Holes,(814) 432-3900,-79.811868,41.429281
Speers Public Golf Course,3562 State Route 417,Franklin,PA,16323-7634,Public,9 Holes,(814) 676-3890,-79.789181,41.501027
River Ridge Golf Course,256 Osenider Rd,Franklin,PA,16323-8346,Public,9 Holes,(814) 676-3712,-79.754949,41.397712
Blue Mountain Golf Course,628 Blue Mountain Rd,Fredericksburg,PA,17026-9470,Public,18 Holes,(717) 865-4401,-76.404179,40.45959
River Forest Country Club,130 Club House Dr,Freeport,PA,16229-2308,Semi Private,18 Holes,(724) 295-2217,-79.688254,40.65685
Buffalo Valley Country Club,Route 128,Freeport,PA,16229,Public,18 Holes,(724) 295-9420,-79.689681,40.676189
Birdsfoot Golf Club,225 Furnace Run Rd,Freeport,PA,16229-1710,Public,18 Holes,(724) 295-3656,-79.65966,40.746823
Cabin Greens Golf Course,361 Ford City Rd,Freeport,PA,16229-2013,Public,9 Holes,(724) 295-3744,-79.611837,40.721151
Tall Pines Players Club,558 Friendsville Hill Rd,Friendsville,PA,18818-8869,Public,18 Holes,(570) 553-4653,-76.065938,41.888294
Piney Run Golf Course,2524 Garrett Shortcut Rd,Garrett,PA,15542-9103,Public,9 Holes,(814) 634-8660,-79.054052,39.89019
Gettysburg Country Club,730 Chambersburg Rd,Gettysburg,PA,17325-3303,Private,9 Holes,(717) 334-5073,-77.257661,39.840402
Links At Gettysburg,601 Mason Dixon Rd,Gettysburg,PA,17325-8642,Public,18 Holes,(717) 359-8000,-77.22689,39.728316
Cedar Ridge Golf Course,1225 Barlow Two Taverns Rd,Gettysburg,PA,17325-7039,Public,18 Holes,(717) 359-4480,-77.190506,39.765237
Meadow Brook Golf Course,835 Goulden Rd,Gettysburg,PA,17325-7070,Public,18 Holes,(717) 334-0569,-77.200292,39.782769
Treesdale Golf & Country Club,1 Arnold Palmer Dr,Gibsonia,PA,15044-6133,Semi Private,54 Holes,(724) 625-4653,-80.025342,40.676248
Pheasant Ridge Golf Club,6065 Rittman Rd,Gibsonia,PA,15044-7776,Public,18 Holes,(724) 443-1908,-79.881214,40.666017
Pittsburgh National Golf Club,287 Monier Rd,Gibsonia,PA,15044-7722,Public,18 Holes,(724) 265-4800,-79.877574,40.651854
Twin Ponds Golf Course,700 Gilbertsville Rd,Gilbertsville,PA,19525-9144,Public,18 Holes,(610) 369-1901,-75.621313,40.298342
Gilbertsville Golf Club Inc,2944 Lutheran Rd,Gilbertsville,PA,19525-9622,Public,27 Holes,(610) 323-3222,-75.579189,40.300017
Hickory Valley Golf Club,1921 Ludwig Rd,Gilbertsville,PA,19525-9438,Public,36 Holes,(610) 754-9862,-75.575283,40.322529
Bella Vista Golf Course,2901 Fagleysville Rd,Gilbertsville,PA,19525-9750,Public,18 Holes,(610) 705-1855,-75.561524,40.279631
Pinecroft Golf Course,2551 Centerville Rd,Gillett,PA,16925-9007,Public,9 Holes,(570) 596-4653,-76.646336,41.988052
Over Lake Golf Course,10601 Ridge Rd,Girard,PA,10601,Public,18 Holes,(814) 774-3361,-80.354754,41.990417
Elk Valley Golf & Rec. Inc.,7085 Van Camp Rd,Girard,PA,16417-8727,Public,18 Holes,(814) 474-2356,-80.211478,41.982919
Philadelphia Country Club,1601 Spring Mill Rd,Gladwyne,PA,19035-1020,Private,27 Holes,(610) 525-6000,-75.293248,40.0625
Clayton Park Golf Course,1 Conchester Rd,Glen Mills,PA,19342-1507,Municipal,9 Holes,(610) 459-4510,-75.527937,39.88578
