Always equal to ACS Summary File identification,State Postal Abbreviation,Summary Level,Geographic Component,State (FIPS Code),County of current residence,Census Tract,Block Group,Geographic Identifier,Area Name,Tribal Tract,Tribal Block Group,FIPS,Area (Land),Area (Water),Place (State FIPS + Place FIPS),Qualified Area Name,Median Value,Median Household Income (In 2022 Inflation Adjusted Dollars),Total Population,Housing Units,Area Total:,Area Total: Area (Land),Area Total: Area (Water),Median Gross Rent,Occupied Housing Units,Occupied Housing Units: Built 2020 or Later,Occupied Housing Units: Built 2010 to 2019,Occupied Housing Units: Built 2000 to 2009,Occupied Housing Units: Built 1990 to 1999,Occupied Housing Units: Built 1980 to 1989,Occupied Housing Units: Built 1970 to 1979,Occupied Housing Units: Built 1960 to 1969,Occupied Housing Units: Built 1950 to 1959,Occupied Housing Units: Built 1940 to 1949,Occupied Housing Units: Built 1939 or Earlier,Median Year Structure Built,Occupied Housing Units:,Occupied Housing Units: Owner Occupied,Occupied Housing Units: Renter Occupied,Vacant Housing Units:,Vacant Housing Units: For Rent,Vacant Housing Units: For Sale Only,Vacant Housing Units: Other Vacant
ACSSF,HI,150,0,15,3,10102,1,1500000US150030101021,"Block Group 1, Census Tract 101.02, Honolulu County, Hawaii",,,1.50E+11,14816877,2296188,15,"Block Group 1, Census Tract 101.02, Honolulu County, Hawaii",1076500,97852,1921,543,6.607391357,5.720828533,0.886563182,2193,543,0,0,0,50,0,283,34,86,90,0,1972,543,425,118,0,0,0,0
ACSSF,HI,150,0,15,3,10102,2,1500000US150030101022,"Block Group 2, Census Tract 101.02, Honolulu County, Hawaii",,,1.50E+11,5758730,2176894,15,"Block Group 2, Census Tract 101.02, Honolulu County, Hawaii",1666700,142644,937,304,3.063961744,2.22345829,0.840503514,1983,223,0,15,0,35,15,10,66,56,26,0,1971,223,126,97,81,0,0,81
ACSSF,HI,150,0,15,3,10103,1,1500000US150030101031,"Block Group 1, Census Tract 101.03, Honolulu County, Hawaii",,,1.50E+11,48277438,8227279,15,"Block Group 1, Census Tract 101.03, Honolulu County, Hawaii",711800,71429,365,578,21.81659508,18.64002419,3.176570415,2467,176,0,0,17,7,12,131,0,4,3,2,1977,176,144,32,402,6,0,396
ACSSF,HI,150,0,15,3,10103,2,1500000US150030101032,"Block Group 2, Census Tract 101.03, Honolulu County, Hawaii",,,1.50E+11,2490507,3477189,15,"Block Group 2, Census Tract 101.03, Honolulu County, Hawaii",678900,71758,2274,626,2.304140329,0.961590171,1.342550278,1486,561,0,10,0,29,271,124,13,13,44,57,1980,561,312,249,65,0,0,65
ACSSF,HI,150,0,15,3,10202,1,1500000US150030102021,"Block Group 1, Census Tract 102.02, Honolulu County, Hawaii",,,1.50E+11,2379025,0,15,"Block Group 1, Census Tract 102.02, Honolulu County, Hawaii",857800,115104,2065,315,0.918546736,0.918546736,0,,223,0,5,0,30,4,154,6,19,5,0,1975,223,127,96,92,0,0,92
ACSSF,HI,150,0,15,3,10202,2,1500000US150030102022,"Block Group 2, Census Tract 102.02, Honolulu County, Hawaii",,,1.50E+11,29054522,224678,15,"Block Group 2, Census Tract 102.02, Honolulu County, Hawaii",1057700,82656,966,248,11.30476284,11.21801376,0.086748667,2323,193,0,8,0,8,18,43,48,52,16,0,1967,193,98,95,55,0,0,55
ACSSF,HI,150,0,15,3,10202,3,1500000US150030102023,"Block Group 3, Census Tract 102.02, Honolulu County, Hawaii",,,1.50E+11,435212,0,15,"Block Group 3, Census Tract 102.02, Honolulu County, Hawaii",975000,109800,2509,582,0.168036297,0.168036297,0,2424,556,0,70,26,11,28,251,97,48,17,8,1974,556,173,383,26,0,0,26
ACSSF,HI,150,0,15,3,10202,4,1500000US150030102024,"Block Group 4, Census Tract 102.02, Honolulu County, Hawaii",,,1.50E+11,1476698,6464284,15,"Block Group 4, Census Tract 102.02, Honolulu County, Hawaii",1171400,103750,1440,567,3.066030502,0.570156336,2.495874166,2432,373,0,0,30,80,45,100,34,28,23,33,1976,373,166,207,194,15,0,179
ACSSF,HI,150,0,15,3,10203,1,1500000US150030102031,"Block Group 1, Census Tract 102.03, Honolulu County, Hawaii",,,1.50E+11,21505355,3849233,15,"Block Group 1, Census Tract 102.03, Honolulu County, Hawaii",687500,83929,917,562,9.789461136,8.303264618,1.486197233,1892,338,0,31,35,68,29,123,16,11,11,14,1977,338,133,205,224,0,0,224
ACSSF,HI,150,0,15,3,10204,1,1500000US150030102041,"Block Group 1, Census Tract 102.04, Honolulu County, Hawaii",,,1.50E+11,12733285,758224,15,"Block Group 1, Census Tract 102.04, Honolulu County, Hawaii",801800,123000,532,234,5.2091012,4.916348934,0.292751938,2250,144,4,12,0,0,21,62,10,6,29,0,1976,144,95,49,90,0,0,90
ACSSF,HI,150,0,15,3,10204,2,1500000US150030102042,"Block Group 2, Census Tract 102.04, Honolulu County, Hawaii",,,1.50E+11,1049349,662988,15,"Block Group 2, Census Tract 102.04, Honolulu County, Hawaii",851500,101667,1914,569,0.661137044,0.405155927,0.255981117,2513,442,0,78,18,62,39,70,73,96,0,6,1977,442,235,207,127,22,0,105
ACSSF,HI,150,0,15,3,10205,1,1500000US150030102051,"Block Group 1, Census Tract 102.05, Honolulu County, Hawaii",,,1.50E+11,30971746,1977581,15,"Block Group 1, Census Tract 102.05, Honolulu County, Hawaii",858300,127679,1494,691,12.72180748,11.95825863,0.763548315,1783,547,0,104,22,39,30,199,87,10,56,0,1975,547,382,165,144,0,7,137
ACSSF,HI,150,0,15,3,10303,1,1500000US150030103031,"Block Group 1, Census Tract 103.03, Honolulu County, Hawaii",,,1.50E+11,8362338,1349523,15,"Block Group 1, Census Tract 103.03, Honolulu County, Hawaii",977800,127222,1164,460,3.749770641,3.22871685,0.521053791,1597,368,0,45,53,10,22,129,38,59,0,12,1979,368,188,180,92,0,0,92
ACSSF,HI,150,0,15,3,10303,2,1500000US150030103032,"Block Group 2, Census Tract 103.03, Honolulu County, Hawaii",,,1.50E+11,10424146,0,15,"Block Group 2, Census Tract 103.03, Honolulu County, Hawaii",1060200,121132,2579,678,4.024785519,4.024785519,0,2046,678,11,47,19,57,145,221,131,27,20,0,1977,678,515,163,0,0,0,0
ACSSF,HI,150,0,15,3,10303,3,1500000US150030103033,"Block Group 3, Census Tract 103.03, Honolulu County, Hawaii",,,1.50E+11,22910179,4292073,15,"Block Group 3, Census Tract 103.03, Honolulu County, Hawaii",1065000,78194,997,366,10.50284863,8.8456707,1.65717876,1922,334,0,12,38,18,131,38,57,21,13,6,1982,334,219,115,32,0,0,32
ACSSF,HI,150,0,15,3,10305,1,1500000US150030103051,"Block Group 1, Census Tract 103.05, Honolulu County, Hawaii",,,1.50E+11,872099,0,15,"Block Group 1, Census Tract 103.05, Honolulu County, Hawaii",955900,143462,2333,583,0.336719334,0.336719334,0,3501,556,0,0,10,47,244,145,101,9,0,0,1980,556,496,60,27,0,27,0
ACSSF,HI,150,0,15,3,10305,2,1500000US150030103052,"Block Group 2, Census Tract 103.05, Honolulu County, Hawaii",,,1.50E+11,401752,0,15,"Block Group 2, Census Tract 103.05, Honolulu County, Hawaii",910200,76607,1173,397,0.155117318,0.155117318,0,1731,373,0,20,18,0,68,102,136,19,10,0,1973,373,173,200,24,0,0,24
ACSSF,HI,150,0,15,3,10305,3,1500000US150030103053,"Block Group 3, Census Tract 103.05, Honolulu County, Hawaii",,,1.50E+11,2737652,6549474,15,"Block Group 3, Census Tract 103.05, Honolulu County, Hawaii",1244100,125000,2485,712,3.585779667,1.057013392,2.528766155,2564,658,0,100,18,0,40,153,66,254,27,0,1968,658,458,200,54,0,54,0
ACSSF,HI,150,0,15,3,10308,1,1500000US150030103081,"Block Group 1, Census Tract 103.08, Honolulu County, Hawaii",,,1.50E+11,872791,0,15,"Block Group 1, Census Tract 103.08, Honolulu County, Hawaii",912700,101667,1425,522,0.336986512,0.336986512,0,1618,522,0,80,0,18,113,22,244,45,0,0,1969,522,448,74,0,0,0,0
ACSSF,HI,150,0,15,3,10308,2,1500000US150030103082,"Block Group 2, Census Tract 103.08, Honolulu County, Hawaii",,,1.50E+11,934108,0,15,"Block Group 2, Census Tract 103.08, Honolulu County, Hawaii",1010600,159353,2045,634,0.360661119,0.360661119,0,,634,0,0,43,9,79,64,372,67,0,0,1967,634,613,21,0,0,0,0
ACSSF,HI,150,0,15,3,10308,3,1500000US150030103083,"Block Group 3, Census Tract 103.08, Honolulu County, Hawaii",,,1.50E+11,8080711,0,15,"Block Group 3, Census Tract 103.08, Honolulu County, Hawaii",,,0,0,3.119980097,3.119980097,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,10309,1,1500000US150030103091,"Block Group 1, Census Tract 103.09, Honolulu County, Hawaii",,,1.50E+11,6471240,0,15,"Block Group 1, Census Tract 103.09, Honolulu County, Hawaii",1809500,165000,955,360,2.498559952,2.498559952,0,,360,0,0,0,0,0,266,84,0,10,0,1973,360,326,34,0,0,0,0
ACSSF,HI,150,0,15,3,10309,2,1500000US150030103092,"Block Group 2, Census Tract 103.09, Honolulu County, Hawaii",,,1.50E+11,638757,0,15,"Block Group 2, Census Tract 103.09, Honolulu County, Hawaii",781500,111875,1957,759,0.246625468,0.246625468,0,1932,759,0,0,34,12,27,361,315,10,0,0,1972,759,667,92,0,0,0,0
ACSSF,HI,150,0,15,3,10309,3,1500000US150030103093,"Block Group 3, Census Tract 103.09, Honolulu County, Hawaii",,,1.50E+11,1905823,0,15,"Block Group 3, Census Tract 103.09, Honolulu County, Hawaii",988600,177969,837,302,0.735842407,0.735842407,0,,302,0,0,0,35,204,17,26,0,0,20,1984,302,274,28,0,0,0,0
ACSSF,HI,150,0,15,3,10310,1,1500000US150030103101,"Block Group 1, Census Tract 103.10, Honolulu County, Hawaii",,,1.50E+11,2998284,182966,15,"Block Group 1, Census Tract 103.10, Honolulu County, Hawaii",739800,153015,1903,674,1.228287578,1.157643914,0.070643574,2785,623,0,0,20,0,151,413,39,0,0,0,1976,623,501,122,51,0,0,51
ACSSF,HI,150,0,15,3,10310,2,1500000US150030103102,"Block Group 2, Census Tract 103.10, Honolulu County, Hawaii",,,1.50E+11,134401,0,15,"Block Group 2, Census Tract 103.10, Honolulu County, Hawaii",621300,113239,682,294,0.051892519,0.051892519,0,3142,294,0,0,0,14,0,269,0,11,0,0,,294,219,75,0,0,0,0
ACSSF,HI,150,0,15,3,10503,1,1500000US150030105031,"Block Group 1, Census Tract 105.03, Honolulu County, Hawaii",,,1.50E+11,732592,0,15,"Block Group 1, Census Tract 105.03, Honolulu County, Hawaii",,,383,0,0.282855362,0.282855362,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
ACSSF,HI,150,0,15,3,10503,2,1500000US150030105032,"Block Group 2, Census Tract 105.03, Honolulu County, Hawaii",,,1.50E+11,647243,0,15,"Block Group 2, Census Tract 105.03, Honolulu County, Hawaii",916300,108958,1760,542,0.249901935,0.249901935,0,1891,514,0,28,18,0,31,63,200,130,33,11,1964,514,326,188,28,18,0,10
ACSSF,HI,150,0,15,3,10505,1,1500000US150030105051,"Block Group 1, Census Tract 105.05, Honolulu County, Hawaii",,,1.50E+11,1306158,3517131,15,"Block Group 1, Census Tract 105.05, Honolulu County, Hawaii",1068800,160714,1074,310,1.862282395,0.504310429,1.357971907,,310,0,8,16,8,27,111,59,81,0,0,1971,310,302,8,0,0,0,0
ACSSF,HI,150,0,15,3,10505,2,1500000US150030105052,"Block Group 2, Census Tract 105.05, Honolulu County, Hawaii",,,1.50E+11,422934,0,15,"Block Group 2, Census Tract 105.05, Honolulu County, Hawaii",990200,120063,1370,467,0.163295731,0.163295731,0,1356,445,0,0,9,5,7,116,225,83,0,0,1966,445,406,39,22,22,0,0
ACSSF,HI,150,0,15,3,10505,3,1500000US150030105053,"Block Group 3, Census Tract 105.05, Honolulu County, Hawaii",,,1.50E+11,338933,0,15,"Block Group 3, Census Tract 105.05, Honolulu County, Hawaii",1536100,170781,836,336,0.130862772,0.130862772,0,,289,0,8,0,5,0,78,158,8,32,0,1967,289,266,23,47,0,26,21
ACSSF,HI,150,0,15,3,10507,1,1500000US150030105071,"Block Group 1, Census Tract 105.07, Honolulu County, Hawaii",,,1.50E+11,513120,0,15,"Block Group 1, Census Tract 105.07, Honolulu County, Hawaii",522600,95583,2089,808,0.19811675,0.19811675,0,1876,732,0,39,0,32,349,204,80,28,0,0,1982,732,382,350,76,0,9,67
ACSSF,HI,150,0,15,3,10507,2,1500000US150030105072,"Block Group 2, Census Tract 105.07, Honolulu County, Hawaii",,,1.50E+11,142034,0,15,"Block Group 2, Census Tract 105.07, Honolulu County, Hawaii",426900,64667,1123,252,0.054839637,0.054839637,0,1732,252,0,0,54,0,42,124,32,0,0,0,1978,252,62,190,0,0,0,0
ACSSF,HI,150,0,15,3,10507,3,1500000US150030105073,"Block Group 3, Census Tract 105.07, Honolulu County, Hawaii",,,1.50E+11,276074,0,15,"Block Group 3, Census Tract 105.07, Honolulu County, Hawaii",887700,140104,830,317,0.106592774,0.106592774,0,,317,0,9,0,0,13,220,75,0,0,0,1974,317,297,20,0,0,0,0
ACSSF,HI,150,0,15,3,10507,4,1500000US150030105074,"Block Group 4, Census Tract 105.07, Honolulu County, Hawaii",,,1.50E+11,333323,0,15,"Block Group 4, Census Tract 105.07, Honolulu County, Hawaii",964500,155000,1233,378,0.12869674,0.12869674,0,,378,0,0,0,35,215,64,54,0,0,10,1983,378,378,0,0,0,0,0
ACSSF,HI,150,0,15,3,10508,1,1500000US150030105081,"Block Group 1, Census Tract 105.08, Honolulu County, Hawaii",,,1.50E+11,270569,935124,15,"Block Group 1, Census Tract 105.08, Honolulu County, Hawaii",1119000,112500,850,273,0.46552068,0.10446728,0.361053407,3068,228,0,20,54,15,33,39,8,37,15,7,1978,228,155,73,45,0,0,45
ACSSF,HI,150,0,15,3,10508,2,1500000US150030105082,"Block Group 2, Census Tract 105.08, Honolulu County, Hawaii",,,1.50E+11,533053,0,15,"Block Group 2, Census Tract 105.08, Honolulu County, Hawaii",727200,107321,1960,821,0.205812916,0.205812916,0,2773,773,0,0,49,95,220,270,49,52,38,0,1980,773,527,246,48,0,0,48
ACSSF,HI,150,0,15,3,10509,1,1500000US150030105091,"Block Group 1, Census Tract 105.09, Honolulu County, Hawaii",,,1.50E+11,127825,0,15,"Block Group 1, Census Tract 105.09, Honolulu County, Hawaii",1118200,25326,547,266,0.04935351,0.04935351,0,734,266,0,0,7,37,25,48,70,42,10,27,1968,266,65,201,0,0,0,0
ACSSF,HI,150,0,15,3,10509,2,1500000US150030105092,"Block Group 2, Census Tract 105.09, Honolulu County, Hawaii",,,1.50E+11,275963,0,15,"Block Group 2, Census Tract 105.09, Honolulu County, Hawaii",860500,,763,272,0.106549911,0.106549911,0,1906,272,0,0,0,12,17,44,51,148,0,0,1959,272,196,76,0,0,0,0
ACSSF,HI,150,0,15,3,10510,1,1500000US150030105101,"Block Group 1, Census Tract 105.10, Honolulu County, Hawaii",,,1.50E+11,444481,334296,15,"Block Group 1, Census Tract 105.10, Honolulu County, Hawaii",929100,136618,2138,636,0.300687492,0.171615079,0.129072413,2822,636,0,36,6,133,23,166,143,85,14,30,1973,636,497,139,0,0,0,0
ACSSF,HI,150,0,15,3,10510,2,1500000US150030105102,"Block Group 2, Census Tract 105.10, Honolulu County, Hawaii",,,1.50E+11,419284,0,15,"Block Group 2, Census Tract 105.10, Honolulu County, Hawaii",978800,125114,1403,390,0.161886469,0.161886469,0,,363,0,0,13,0,208,37,60,10,35,0,1982,363,342,21,27,0,0,27
ACSSF,HI,150,0,15,3,10601,1,1500000US150030106011,"Block Group 1, Census Tract 106.01, Honolulu County, Hawaii",,,1.50E+11,560013,132618,15,"Block Group 1, Census Tract 106.01, Honolulu County, Hawaii",895000,117125,801,253,0.267426342,0.216222242,0.051204097,,253,0,0,12,0,62,0,43,136,0,0,1959,253,225,28,0,0,0,0
ACSSF,HI,150,0,15,3,10601,2,1500000US150030106012,"Block Group 2, Census Tract 106.01, Honolulu County, Hawaii",,,1.50E+11,379621,0,15,"Block Group 2, Census Tract 106.01, Honolulu County, Hawaii",959600,,1286,579,0.1465725,0.1465725,0,1202,519,0,0,80,83,65,68,0,137,86,0,1971,519,245,274,60,0,0,60
ACSSF,HI,150,0,15,3,10601,3,1500000US150030106013,"Block Group 3, Census Tract 106.01, Honolulu County, Hawaii",,,1.50E+11,214480,0,15,"Block Group 3, Census Tract 106.01, Honolulu County, Hawaii",906500,119353,1220,311,0.082811192,0.082811192,0,,311,0,25,24,0,42,44,166,10,0,0,1969,311,258,53,0,0,0,0
ACSSF,HI,150,0,15,3,10602,1,1500000US150030106021,"Block Group 1, Census Tract 106.02, Honolulu County, Hawaii",,,1.50E+11,573925,0,15,"Block Group 1, Census Tract 106.02, Honolulu County, Hawaii",949600,110688,1402,511,0.221593693,0.221593693,0,,511,0,14,29,36,138,50,211,33,0,0,1972,511,433,78,0,0,0,0
ACSSF,HI,150,0,15,3,10602,2,1500000US150030106022,"Block Group 2, Census Tract 106.02, Honolulu County, Hawaii",,,1.50E+11,632955,0,15,"Block Group 2, Census Tract 106.02, Honolulu County, Hawaii",1045900,144265,1913,651,0.244385302,0.244385302,0,2848,644,0,11,73,7,95,115,248,41,0,54,1969,644,486,158,7,0,0,7
ACSSF,HI,150,0,15,3,10602,3,1500000US150030106023,"Block Group 3, Census Tract 106.02, Honolulu County, Hawaii",,,1.50E+11,798641,0,15,"Block Group 3, Census Tract 106.02, Honolulu County, Hawaii",982300,152297,2077,621,0.30835703,0.30835703,0,1700,573,0,66,16,19,16,41,111,250,54,0,1960,573,519,54,48,0,0,48
ACSSF,HI,150,0,15,3,10701,1,1500000US150030107011,"Block Group 1, Census Tract 107.01, Honolulu County, Hawaii",,,1.50E+11,1359756,0,15,"Block Group 1, Census Tract 107.01, Honolulu County, Hawaii",1106500,135313,1553,580,0.525004745,0.525004745,0,1919,572,0,34,36,31,60,130,168,105,8,0,1971,572,436,136,8,0,0,8
ACSSF,HI,150,0,15,3,10701,2,1500000US150030107012,"Block Group 2, Census Tract 107.01, Honolulu County, Hawaii",,,1.50E+11,896105,0,15,"Block Group 2, Census Tract 107.01, Honolulu County, Hawaii",883000,160139,901,351,0.345988095,0.345988095,0,3063,351,0,18,20,72,43,117,42,32,7,0,1978,351,279,72,0,0,0,0
ACSSF,HI,150,0,15,3,10701,3,1500000US150030107013,"Block Group 3, Census Tract 107.01, Honolulu County, Hawaii",,,1.50E+11,849870,1734368,15,"Block Group 3, Census Tract 107.01, Honolulu County, Hawaii",1420500,174250,1782,477,0.997779906,0.328136653,0.669643283,1850,477,0,31,133,43,74,47,28,88,24,9,1986,477,355,122,0,0,0,0
ACSSF,HI,150,0,15,3,10702,1,1500000US150030107021,"Block Group 1, Census Tract 107.02, Honolulu County, Hawaii",,,1.50E+11,3448380,0,15,"Block Group 1, Census Tract 107.02, Honolulu County, Hawaii",847300,100481,1496,552,1.331426978,1.331426978,0,3501,511,0,8,0,0,112,106,222,20,3,40,1969,511,336,175,41,9,0,32
ACSSF,HI,150,0,15,3,10702,2,1500000US150030107022,"Block Group 2, Census Tract 107.02, Honolulu County, Hawaii",,,1.50E+11,272289,0,15,"Block Group 2, Census Tract 107.02, Honolulu County, Hawaii",912100,97434,1045,336,0.105131373,0.105131373,0,,302,0,29,23,14,25,10,138,63,0,0,1966,302,269,33,34,0,0,34
ACSSF,HI,150,0,15,3,10702,3,1500000US150030107023,"Block Group 3, Census Tract 107.02, Honolulu County, Hawaii",,,1.50E+11,436598,0,15,"Block Group 3, Census Tract 107.02, Honolulu County, Hawaii",1005000,158056,1468,374,0.168571442,0.168571442,0,,374,0,0,22,36,0,50,200,48,18,0,1966,374,332,42,0,0,0,0
ACSSF,HI,150,0,15,3,10901,1,1500000US150030109011,"Block Group 1, Census Tract 109.01, Honolulu County, Hawaii",,,1.50E+11,487065,0,15,"Block Group 1, Census Tract 109.01, Honolulu County, Hawaii",1500000,173828,800,247,0.188056856,0.188056856,0,,247,0,0,7,0,0,22,148,19,28,23,1964,247,240,7,0,0,0,0
ACSSF,HI,150,0,15,3,10901,2,1500000US150030109012,"Block Group 2, Census Tract 109.01, Honolulu County, Hawaii",,,1.50E+11,2763270,0,15,"Block Group 2, Census Tract 109.01, Honolulu County, Hawaii",1201700,154565,2237,631,1.066904545,1.066904545,0,1909,596,13,0,16,0,31,128,225,183,0,0,1965,596,497,99,35,0,0,35
ACSSF,HI,150,0,15,3,10903,1,1500000US150030109031,"Block Group 1, Census Tract 109.03, Honolulu County, Hawaii",,,1.50E+11,494778,0,15,"Block Group 1, Census Tract 109.03, Honolulu County, Hawaii",1016600,123047,2195,818,0.191034868,0.191034868,0,3501,803,0,15,27,21,94,76,165,269,113,23,1960,803,580,223,15,15,0,0
ACSSF,HI,150,0,15,3,10903,2,1500000US150030109032,"Block Group 2, Census Tract 109.03, Honolulu County, Hawaii",,,1.50E+11,142739,0,15,"Block Group 2, Census Tract 109.03, Honolulu County, Hawaii",649300,59028,564,283,0.055111837,0.055111837,0,1603,267,0,0,37,9,21,87,36,61,16,0,1971,267,43,224,16,0,0,16
ACSSF,HI,150,0,15,3,10903,3,1500000US150030109033,"Block Group 3, Census Tract 109.03, Honolulu County, Hawaii",,,1.50E+11,186532,0,15,"Block Group 3, Census Tract 109.03, Honolulu County, Hawaii",1037900,112750,1177,373,0.072020411,0.072020411,0,1880,373,0,12,13,0,65,24,38,132,74,15,1957,373,207,166,0,0,0,0
ACSSF,HI,150,0,15,3,10904,1,1500000US150030109041,"Block Group 1, Census Tract 109.04, Honolulu County, Hawaii",,,1.50E+11,164795,0,15,"Block Group 1, Census Tract 109.04, Honolulu County, Hawaii",1093300,121000,603,185,0.063627705,0.063627705,0,3359,170,0,0,0,0,10,45,26,33,56,0,1961,170,116,54,15,0,0,15
ACSSF,HI,150,0,15,3,10904,2,1500000US150030109042,"Block Group 2, Census Tract 109.04, Honolulu County, Hawaii",,,1.50E+11,239377,0,15,"Block Group 2, Census Tract 109.04, Honolulu County, Hawaii",1082900,127734,886,344,0.092423983,0.092423983,0,,317,0,0,0,0,46,38,3,127,100,3,1954,317,267,50,27,17,0,10
ACSSF,HI,150,0,15,3,10904,3,1500000US150030109043,"Block Group 3, Census Tract 109.04, Honolulu County, Hawaii",,,1.50E+11,371523,0,15,"Block Group 3, Census Tract 109.04, Honolulu County, Hawaii",1686600,250001,1636,398,0.143445835,0.143445835,0,3501,383,0,0,4,0,13,0,72,280,14,0,1957,383,272,111,15,0,0,15
ACSSF,HI,150,0,15,3,10904,4,1500000US150030109044,"Block Group 4, Census Tract 109.04, Honolulu County, Hawaii",,,1.50E+11,190046,0,15,"Block Group 4, Census Tract 109.04, Honolulu County, Hawaii",1138500,108728,795,230,0.073377177,0.073377177,0,3232,230,0,0,0,0,0,35,109,84,0,2,1963,230,131,99,0,0,0,0
ACSSF,HI,150,0,15,3,10905,1,1500000US150030109051,"Block Group 1, Census Tract 109.05, Honolulu County, Hawaii",,,1.50E+11,201997,0,15,"Block Group 1, Census Tract 109.05, Honolulu County, Hawaii",888900,92566,954,425,0.077991478,0.077991478,0,1839,425,7,7,0,33,38,48,102,93,78,19,1962,425,202,223,0,0,0,0
ACSSF,HI,150,0,15,3,10905,2,1500000US150030109052,"Block Group 2, Census Tract 109.05, Honolulu County, Hawaii",,,1.50E+11,346327,0,15,"Block Group 2, Census Tract 109.05, Honolulu County, Hawaii",1072100,108438,1665,563,0.133717611,0.133717611,0,3125,535,0,15,36,43,9,46,102,127,147,10,1958,535,378,157,28,28,0,0
ACSSF,HI,150,0,15,3,11000,1,1500000US150030110001,"Block Group 1, Census Tract 110, Honolulu County, Hawaii",,,1.50E+11,17205525,0,15,"Block Group 1, Census Tract 110, Honolulu County, Hawaii",1282200,177273,2068,654,6.643090248,6.643090248,0,3501,648,0,11,12,20,43,165,351,41,3,2,1968,648,577,71,6,3,0,3
ACSSF,HI,150,0,15,3,11000,2,1500000US150030110002,"Block Group 2, Census Tract 110, Honolulu County, Hawaii",,,1.50E+11,7510848,0,15,"Block Group 2, Census Tract 110, Honolulu County, Hawaii",1173400,124844,1698,562,2.899954796,2.899954796,0,2284,527,0,6,0,23,21,8,412,43,0,14,1965,527,367,160,35,0,0,35
ACSSF,HI,150,0,15,3,11103,1,1500000US150030111031,"Block Group 1, Census Tract 111.03, Honolulu County, Hawaii",,,1.50E+11,2207127,0,15,"Block Group 1, Census Tract 111.03, Honolulu County, Hawaii",1146700,164444,2512,951,0.852176547,0.852176547,0,2913,936,0,23,0,81,140,582,91,19,0,0,1976,936,831,105,15,6,0,9
ACSSF,HI,150,0,15,3,11103,2,1500000US150030111032,"Block Group 2, Census Tract 111.03, Honolulu County, Hawaii",,,1.50E+11,1040729,0,15,"Block Group 2, Census Tract 111.03, Honolulu County, Hawaii",1135900,113832,1182,313,0.401827723,0.401827723,0,2135,313,0,27,0,0,0,46,97,143,0,0,1961,313,268,45,0,0,0,0
ACSSF,HI,150,0,15,3,11104,1,1500000US150030111041,"Block Group 1, Census Tract 111.04, Honolulu County, Hawaii",,,1.50E+11,377354,2349,15,"Block Group 1, Census Tract 111.04, Honolulu County, Hawaii",1120900,163750,1584,470,0.146604151,0.145697206,0.000906954,,470,0,0,10,0,0,10,221,229,0,0,1960,470,464,6,0,0,0,0
ACSSF,HI,150,0,15,3,11104,2,1500000US150030111042,"Block Group 2, Census Tract 111.04, Honolulu County, Hawaii",,,1.50E+11,442678,196125,15,"Block Group 2, Census Tract 111.04, Honolulu County, Hawaii",1222700,155167,952,365,0.24664323,0.170918941,0.075724289,3501,346,0,0,49,18,70,101,108,0,0,0,1976,346,241,105,19,0,0,19
